80,beng_reqs,BENG2632,BENG2643,BENG3113,BENG3653,BENG3663,BENG3723,BENG3733,BENG4663,BENG4743,BENG4812,BENG4823,BENG4831,BENG4933,GNEG1111,GNEG1121,MEEG2003,CVEG3213,CVEG3223,MATH2554,MATH2564,MATH2574,MATH2584,BIOL1544,BIOL2014,PHYS2054,ENGL1013,ENGL1023
9,beng_engr,BENG4123,BENG451VH,CHEG3333,CHEG4423,CVEG2054,CVEG3243,CVEG4053,CVEG4243,INEG2313,INEG2413,MEEG2013,MEEG3013,MEEG4413,BIOL2444,BIOL2214,CSES2203,ENSC4034,FDSC3103,FDSC4304,GEOS1114
3,beng_ther,MEEG2403,CHEG2313
3,beng_chem,CHEM1103,CHEM1203
4,beng_adv_chem,CHEM2614,CHEM3604
3,beng_bio,BIOL2533,BIOL3863,CHEM3614,CHEM3813,CSES2203,ENSC4023
3,engr_hist
3,engr_art
3,engr_humn
17,free
