engr_sci,ASTR2004,BIOL1544,BIOL1604,CHEM1124,ENSC1004,GEOS1114
engr_hist,HIST2003,HIST2013,PLSC2003
engr_art,ARCH1003,ARHS1003,ARHS2913,ARHS2923,COMM1003,DANC1003,ENGL2023,HUMN2114H,LARC1003,MLIT1003,MLIT1013,MLIT1333,THTR1003,THTR1013
engr_socs,AGEC1103,AGEC2103,ANTH1023,COMM1023,ECON2013,ECON2023,ECON2143,GEOS1123,GEOS2003,HDFS1403,HDFS2413,HDFS2603,HIST1113,HIST1123,HIST2003,HIST2013,PLSC2003,PLSC2013,PLSC2203,PSYC2003,RESM2853,SOCI2013,SOCI2033
free,UARK000E
upper,UARK300E
engr_humn,AAST2023,ARAB2013,ARAB2016,ARCH1013,CHIN2003,CHIN2013,CLST1003,CLST1013,COMM1233,ENGL1213,FREN2003,FREN2013,GERM2003,GERM2013,GNST2003,GREK2003,GREK2203,GREK2213,HUMN1124H,HUMN2124H,ITAL2003,ITAL2013,JAPN2003,JAPN2013,JAPN2116,LATN2003,LATN2013,MRST2013,MUSY2003,PHIL2003,PHIL2103,PHIL2203,PHIL3103,PORT2003,PORT2013,RUSS2003,RUSS2013,SPAN2003,SPAN2013,SWAH2003,SWAH2013,SWAH2116,WLIT1113,WLIT1123
